validScientificName,family.ORIG,biodiversityRelevance,nectarProduction,heatRequirement,coldRequirement,tempOptimum,continentality,light,moisture,soilReaction,nitrogen,phosphorus,salinity,grazing.Mowing,soilDisturbance,longevity,pollinatorDependence,phenology,extremePhenology,seedDormancy,seedBank,seedDisperser,nitrogenFixation,photosyntheticPathway,mycorrhiza,carnivory,parasitism,siliceousRock,ultrabasicRock,calcareousRock,dryHeath,dryMeadow,steppicMeadow,sandSteppe,moistHeath,moistMeadow,moistCalcareousMeadow,raisedBog,poor.AcidicFen,intermediate.RichFen,rich.CalcareousFen,tallHerb.Sedge.ReedMeadow,oligotrophicWater.Shores,mesotrophicWater.Shores,eutrophicWater.Shores,sandy.Stony.RockySeaShores,seaShoreMeadows,base.PoorWasteland,base.RichWasteland,arableLand,gravellyGround,ruderal,hedgerows.Thickets.Wood.MarginsandGroves,heath.TypeDeciduousForest,intermediateDeciduousForest,herb.RichDeciduousForest,alnusGlutinosaSwamp,fraxinus.Ulmus.AlnusIncanaSwamp,pinus.BetulaSwamp,piceaSwamp,heath.TypeConiferousForest,vaccinium.TypeConiferousForest,herb.RichConiferousForest,cacareousConiferForest,subalpineBetulaForest,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Persicaria hydropiper,Polygonaceae,2,3,8,3,6,5,5,9,4,6,5,2,4,9,1,0c,10,3,4,4,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Persicaria hydropiper (L.) Delarbre,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1549,1,wfo-0000488426,urn:lsid:ipni.org:names:77069479-1,706541,Persicaria hydropiper,species,wfo-4000028848,(L.) Delarbre,Polygonaceae,"","",,Persicaria,"",hydropiper,"",species,Valid,"Fl. Auvergne , ed. 2: 518 (1800)",Accepted,"",wfo-0000489910,,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 518 1800  to Fl. Auvergne , ed. 2: 518 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2572559,The Caryophyllales Taxonomic Expert Network,A,kew-2572559,"",FALSE,"","",""
Persicaria hydropiper,Polygonaceae,2,3,8,3,6,5,5,9,4,6,5,2,4,9,1,0c,10,3,4,4,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Persicaria hydropiper (L.) Delarbre,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1549,2,wfo-0000488426,urn:lsid:ipni.org:names:77069479-1,706541,Persicaria hydropiper,species,wfo-4000028848,(L.) Delarbre,Polygonaceae,"","",,Persicaria,"",hydropiper,"",species,Valid,"Fl. Auvergne , ed. 2: 518 (1800)",Accepted,"",wfo-0000489910,,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 518 1800  to Fl. Auvergne , ed. 2: 518 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2572559,The Caryophyllales Taxonomic Expert Network,A,kew-2572559,"",TRUE,Synonym,wfo-0001100833,Persicaria hydropiper
Persicaria hydropiper,Polygonaceae,2,3,8,3,6,5,5,9,4,6,5,2,4,9,1,0c,10,3,4,4,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Persicaria hydropiper (L.) Delarbre,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1549,3,wfo-0000488426,urn:lsid:ipni.org:names:77069479-1,706541,Persicaria hydropiper,species,wfo-4000028848,(L.) Delarbre,Polygonaceae,"","",,Persicaria,"",hydropiper,"",species,Valid,"Fl. Auvergne , ed. 2: 518 (1800)",Accepted,"",wfo-0000489910,,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 518 1800  to Fl. Auvergne , ed. 2: 518 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2572559,The Caryophyllales Taxonomic Expert Network,A,kew-2572559,"",TRUE,Synonym,wfo-0001245275,Persicaria hydropiper
Persicaria lapathifolia,Polygonaceae,3,3,7,1,5,5,6,6,6,7,5,3,4,9,1,0c,9,2,4,3,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Persicaria lapathifolia (L.) Delarbre,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1550,1,wfo-0000488400,urn:lsid:ipni.org:names:77069480-1,706493,Persicaria lapathifolia,species,wfo-4000028848,(L.) Delarbre,Polygonaceae,"","",,Persicaria,"",lapathifolia,"",species,Valid,"Fl. Auvergne , ed. 2: 519 (1800)",Accepted,"",wfo-0000490033,,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 519 1800  to Fl. Auvergne , ed. 2: 519 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2572508,The Caryophyllales Taxonomic Expert Network,A,kew-2572508,"",FALSE,"","",""
Persicaria lapathifolia,Polygonaceae,3,3,7,1,5,5,6,6,6,7,5,3,4,9,1,0c,9,2,4,3,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Persicaria lapathifolia (L.) Delarbre,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1550,2,wfo-0000488400,urn:lsid:ipni.org:names:77069480-1,706493,Persicaria lapathifolia,species,wfo-4000028848,(L.) Delarbre,Polygonaceae,"","",,Persicaria,"",lapathifolia,"",species,Valid,"Fl. Auvergne , ed. 2: 519 (1800)",Accepted,"",wfo-0000490033,,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 519 1800  to Fl. Auvergne , ed. 2: 519 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2572508,The Caryophyllales Taxonomic Expert Network,A,kew-2572508,"",TRUE,Synonym,wfo-0001100871,Persicaria lapathifolia
Persicaria maculosa Gray,Polygonaceae,3,3,9,2,5,5,6,6,6,7,5,2,4,9,1,0c,9,2,"",4,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Persicaria maculosa Gray,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,11,1551,1,wfo-0000488462,urn:lsid:ipni.org:names:695052-1,706606,Persicaria maculosa,species,wfo-4000028848,Gray,Polygonaceae,"","",,Persicaria,"",maculosa,"",species,Valid,Nat. Arr. Brit. Pl. 2: 269 (1821 publ. 1822),Accepted,"",wfo-0000489142,,"Source in seed data: cmp Update namepublishedIn from Nat. Arr. Brit. Pl. 2: 269 1821  to Nat. Arr. Brit. Pl. 2: 269 (1821 publ. 1822), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",http://www.theplantlist.org/tpl1.1/record/kew-2572628,The Caryophyllales Taxonomic Expert Network,A,kew-2572628,"",TRUE,Synonym,wfo-0000734068,Persicaria maculosa var. argentea
Persicaria minor,Polygonaceae,2,3,10,3,5,6,5,7,5,7,5,1,4,,1,0c,10,3,"",3,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,Persicaria minor (Huds.) Opiz,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1552,1,wfo-0000488490,urn:lsid:ipni.org:names:695060-1,706647,Persicaria minor,species,wfo-4000028848,Opiz,Polygonaceae,"","",,Persicaria,"",minor,"",species,Valid,Seznam 72. 1852,Accepted,"",wfo-0000489816,,"Source in seed data: cmp Updated scientificnameAuthorship from (Huds.) Opiz to Opiz, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2572670 >The Plant List v.1.1.",http://www.theplantlist.org/tpl1.1/record/kew-2572670,The Caryophyllales Taxonomic Expert Network,A,kew-2572670,"",FALSE,"","",""
Petasites albus,Asteraceae,4,5,13,5,6,3,2,7,7,6,4,1,1,1,4,2,2,7,"",1,AirP,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,Petasites albus (L.) Gaertn.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1553,1,wfo-0000118404,urn:lsid:ipni.org:names:237345-1,GCC-56CD58DD-B886-438C-B85B-6C0F86A09AAE,Petasites albus,species,wfo-4000028919,(L.) Gaertn.,Asteraceae,"","",,Petasites,"",albus,"",species,Valid,Fruct. Sem. Pl. ii. 406 (1791),Accepted,"",wfo-0000062077,,"Source in seed data: gcc Update namepublishedIn from Fruct. Sem. Pl. 2(3): 406, t. 166. 1791 [Sep-Dec 1791]  to Fruct. Sem. Pl. ii. 406 (1791), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla",http://www.theplantlist.org/tpl1.1/record/gcc-79731,The Asteraceaae TEN,A,gcc-79731,"",FALSE,"","",""
Petasites albus,Asteraceae,4,5,13,5,6,3,2,7,7,6,4,1,1,1,4,2,2,7,"",1,AirP,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,Petasites albus (L.) Gaertn.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1553,2,wfo-0000022734,urn:lsid:ipni.org:names:1067586-2,GCC-9F690966-E3B7-4B1B-ABC2-CAF916439039,Petasites japonicus,species,wfo-4000028919,(Siebold & Zucc.) Maxim.,Asteraceae,"","",,Petasites,"",japonicus,"",species,Valid,Award 34th Demidovian Prize 212. 1866,Accepted,"",wfo-0000009231,,"Source in seed data: gcc Updated namepublishedin from Unknown : 212 (1866) to Award 34th Demidovian Prize 212. 1866 , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/g",http://www.theplantlist.org/tpl1.1/record/gcc-121974,The Asteraceaae TEN,A,gcc-121974,"",TRUE,Synonym,wfo-0000126128,Petasites albus
Petasites frigidus,Asteraceae,2,5,2,12,15,,5,7,6,6,3,1,2,2,4,"",3,6,2,,AirP,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,Petasites frigidus (L.) Fr.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1554,1,wfo-0000120274,urn:lsid:ipni.org:names:1050506-2,GCC-582FE37D-2527-4BAB-BBE3-700FD1C6A6DA,Petasites frigidus,species,"",Macoun,Asteraceae,"","",,Petasites,"",frigidus,"",species,"","",Unchecked,"","",,Source in seed data: gcc More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-81546 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-81546 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/gcc-81546,The Asteraceaae TEN,A,gcc-81546,"",FALSE,"","",""
Petasites frigidus,Asteraceae,2,5,2,12,15,,5,7,6,6,3,1,2,2,4,"",3,6,2,,AirP,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,Petasites frigidus (L.) Fr.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1554,2,wfo-0000126786,urn:lsid:ipni.org:names:1061719-2,GCC-EFF20A80-F112-4C9D-A67E-7E0B7ED25BE2,Petasites frigidus,species,wfo-4000028919,(L.) Fr.,Asteraceae,"","",,Petasites,"",frigidus,"",species,Valid,Summa Veg. Scand. : 182 (1845),Accepted,"",wfo-0000078864,,"Source in seed data: gcc Update namepublishedIn from 182 1845  to Summa Veg. Scand. : 182 (1845), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-87800 >The Plant ",http://www.theplantlist.org/tpl1.1/record/gcc-87800,The Asteraceaae TEN,A,gcc-87800,"",FALSE,"","",""
Petasites hybridus,Asteraceae,4,5,9,3,6,5,5,7,7,8,5,1,2,1,4,2,3,6,2,1,AirP,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"Petasites hybridus (L.) G. Gaertn., B. Mey. & Scherb.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1555,1,wfo-0000045336,urn:lsid:ipni.org:names:237374-1,GCC-244C739B-B9F9-40FF-A7AA-FCCBEAF8BF87,Petasites hybridus,species,wfo-4000028919,"(L.) G.Gaertn., B.Mey. & Scherb.",Asteraceae,"","",,Petasites,"",hybridus,"",species,Valid,Oekon. Fl. Wetterau 3(2): 184 (1802),Accepted,"",wfo-0000081506,,"Source in seed data: gcc Updated scientificnameAuthorship from (L.) G.Gaertn., B.Mey. & Schreb. to (L.) G.Gaertn., B.Mey. & Scherb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:237374-1,The Asteraceaae TEN,A,gcc-143847,"",FALSE,"","",""
Petasites japonicus,Asteraceae,2,5,8,5,8,4,3,6,7,8,5,1,1,1,4,0a,3,6,"",,AirP,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,0,0,0,0,0,Petasites japonicus (Siebold & Zucc.) Maxim.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1556,1,wfo-0000022734,urn:lsid:ipni.org:names:1067586-2,GCC-9F690966-E3B7-4B1B-ABC2-CAF916439039,Petasites japonicus,species,wfo-4000028919,(Siebold & Zucc.) Maxim.,Asteraceae,"","",,Petasites,"",japonicus,"",species,Valid,Award 34th Demidovian Prize 212. 1866,Accepted,"",wfo-0000009231,,"Source in seed data: gcc Updated namepublishedin from Unknown : 212 (1866) to Award 34th Demidovian Prize 212. 1866 , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/g",http://www.theplantlist.org/tpl1.1/record/gcc-121974,The Asteraceaae TEN,A,gcc-121974,"",FALSE,"","",""
Petasites spurius,Asteraceae,2,4,11,6,7,8,5,7,7,7,5,2,1,5,4,0a,3,6,"",,AirP,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Petasites spurius (Retz.) Rchb.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1557,1,wfo-0000058299,urn:lsid:ipni.org:names:77180319-1,GCC-722390F7-9A6F-4F30-9856-F8E07E3E4E38,Petasites japonicus  subsp. japonicus,subspecies,wfo-0000022734,"",Asteraceae,"","",,Petasites,"",japonicus,japonicus,subspecies,Valid,"",Accepted,"","",,Source in seed data: gcc More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-157010 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-157010 >The Plant List v.1.0</a>,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77180319-1,The Asteraceaae TEN,A,gcc-157010,"",TRUE,Synonym,wfo-0000044503,Petasites spurius
Petasites spurius,Asteraceae,2,4,11,6,7,8,5,7,7,7,5,2,1,5,4,0a,3,6,"",,AirP,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Petasites spurius (Retz.) Rchb.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1557,2,wfo-0000045777,urn:lsid:ipni.org:names:237410-1,GCC-AB46E47B-FA72-41E6-9DC0-FDB51D437342,Petasites spurius,species,wfo-4000028919,Rchb.f.,Asteraceae,"","",,Petasites,"",spurius,"",species,Valid,"Icon. Fl. Germ. Helv. 16: 3, t. 896 (1853-1854)",Accepted,"",wfo-0000033760,,"Source in seed data: gcc Update namepublishedIn from Icon. Fl. Germ. Helv. (H.G.L. Reichenbach) 16(1): 3, t. 896. 1853 [1853-1854]  to Icon. Fl. Germ. Helv. 16: 3, t. 896 (1853-1854), information provided by Alan E. on email Jun. 07 2021 More details cou",http://www.theplantlist.org/tpl1.1/record/gcc-144265,The Asteraceaae TEN,A,gcc-144265,"",FALSE,"","",""
Petrorhagia prolifera,Caryophyllaceae,2,3,13,3,4,6,7,1,8,1,2,1,4,7,1,0c,10,3,1,1,AirW,0,C3,None,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Petrorhagia prolifera (L.) P. W. Ball & Heywood,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1558,1,wfo-0000395423,urn:lsid:ipni.org:names:155983-1,547797,Petrorhagia prolifera,species,wfo-4000028985,(L.) P.W.Ball & Heywood,Caryophyllaceae,"","",,Petrorhagia,"",prolifera,"",species,Valid,"Bull. Brit. Mus. (Nat. Hist.), Bot. 3: 161 (1964)",Accepted,"",wfo-0000644063,,"Source in seed data: cmp Update namepublishedIn from Bull. Brit. Mus. (Nat. Hist.) Bot. 3: 161 1964  to Bull. Brit. Mus. (Nat. Hist.), Bot. 3: 161 (1964), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:/",http://www.theplantlist.org/tpl1.1/record/kew-2409389,The Caryophyllales Taxonomic Expert Network,A,kew-2409389,"",FALSE,"","",""
Petrorhagia saxifraga,Caryophyllaceae,2,3,12,2,3,7,5,2,6,3,4,1,2,4,4,0c,10,3,1,,Passive,0,C3,None,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Petrorhagia saxifraga (L.) Link,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1559,1,wfo-0000395417,urn:lsid:ipni.org:names:155987-1,547790,Petrorhagia saxifraga,species,wfo-4000028985,Link,Caryophyllaceae,"","",,Petrorhagia,"",saxifraga,"",species,Valid,Handbuch 2: 235 (1831),Accepted,"",wfo-0000713735,,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Link to Link, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2409382 >The Plant List v.1.1.</a",http://www.theplantlist.org/tpl1.1/record/kew-2409382,The Caryophyllales Taxonomic Expert Network,A,kew-2409382,"",FALSE,"","",""
Petroselinum crispum,Apiaceae,4,4,12,2,3,7,7,4,7,6,4,3,3,7,3,2,,,4,3,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Petroselinum crispum (Mill.) Fuss,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1560,1,wfo-0000745326,urn:lsid:ipni.org:names:60442790-2,1021068,Petroselinum crispum,species,wfo-4000028989,(Mill.) Fuss,Apiaceae,"","",,Petroselinum,"",crispum,"",species,Valid,Fl. Transsilv. : 254 (1866),Accepted,"",wfo-0000540603,,"Source in seed data: cmp Update namepublishedIn from Fl. Transsilv. 254 1866  to Fl. Transsilv. : 254 (1866), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-28982",http://www.theplantlist.org/tpl1.1/record/kew-2898243,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2898243,"",FALSE,"","",""
Petroselinum crispum,Apiaceae,4,4,12,2,3,7,7,4,7,6,4,3,3,7,3,2,,,4,3,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Petroselinum crispum (Mill.) Fuss,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1560,2,wfo-0000745326,urn:lsid:ipni.org:names:60442790-2,1021068,Petroselinum crispum,species,wfo-4000028989,(Mill.) Fuss,Apiaceae,"","",,Petroselinum,"",crispum,"",species,Valid,Fl. Transsilv. : 254 (1866),Accepted,"",wfo-0000540603,,"Source in seed data: cmp Update namepublishedIn from Fl. Transsilv. 254 1866  to Fl. Transsilv. : 254 (1866), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-28982",http://www.theplantlist.org/tpl1.1/record/kew-2898243,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2898243,"",TRUE,Synonym,wfo-0001429998,Petroselinum crispum
Peucedanum oreoselinum,Apiaceae,3,6,13,3,4,7,6,2,6,3,3,1,2,4,4,2,10,3,4,1,Passive,0,C3,AM,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peucedanum oreoselinum (L.) Moench,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1561,1,wfo-0000391827,urn:lsid:ipni.org:names:846307-1,542164,Peucedanum oreoselinum,species,wfo-4000029000,Moench,Apiaceae,"","",,Peucedanum,"",oreoselinum,"",species,Valid,Methodus : 82 (1794),Accepted,"",wfo-0000555516,,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Moench to Moench, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2403694 >The Plant List v.1.1",http://www.theplantlist.org/tpl1.1/record/kew-2403694,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2403694,"",FALSE,"","",""
Peucedanum ostruthium,Apiaceae,3,6,7,9,11,6,4,4,6,6,3,1,3,2,4,2,,,"",,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,Peucedanum ostruthium (L.) W. D. J. Koch,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1562,1,wfo-0000391825,urn:lsid:ipni.org:names:846311-1,542159,Peucedanum ostruthium,species,wfo-4000029000,W.D.J.Koch,Apiaceae,"","",,Peucedanum,"",ostruthium,"",species,Valid,Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 12(1): 95 (1824),Accepted,"",wfo-0000731188,,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) W.D.J.Koch to W.D.J.Koch, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2403688 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/kew-2403688,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2403688,"",FALSE,"","",""
Peucedanum palustre,Apiaceae,3,5,7,5,9,7,6,8,4,6,4,2,4,3,4,2,10,3,4,2,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Peucedanum palustre (L.) Moench,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1563,1,wfo-0000391781,urn:lsid:ipni.org:names:846318-1,542101,Peucedanum palustre,species,wfo-4000029000,(L.) Moench,Apiaceae,"","",,Peucedanum,"",palustre,"",species,Valid,Methodus : 82 (1794),Accepted,"",wfo-0000434105,,"Source in seed data: cmp Update namepublishedIn from Methodus (Moench) 82. 1794 [4 May 1794]  to Methodus : 82 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/",http://www.theplantlist.org/tpl1.1/record/kew-2403630,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2403630,"",FALSE,"","",""
Phacelia tanacetifolia Benth.,Boraginaceae,1,7,12,3,4,5,7,4,,7,4,1,1,8,1,1a,,,1,,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Phacelia tanacetifolia Benth.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,1564,1,wfo-0000465176,urn:lsid:ipni.org:names:432789-1,665886,Phacelia tanacetifolia,species,wfo-4000029021,Benth.,Boraginaceae,"","",,Phacelia,"",tanacetifolia,"",species,Valid,Trans. Linn. Soc. London 17: 280 (1835),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Trans. Linn. Soc. London 17: 280 1837  to Trans. Linn. Soc. London 17: 280 (1835), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o",http://www.theplantlist.org/tpl1.1/record/kew-2529862,The Boraginaceae TEN,A,kew-2529862,"",FALSE,"","",""
