validScientificName,scientificNameAuthorship,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority
Maianthemum canadense,Desf.,Monocot,perennial,forb,20.01,52.66,27.33,S/CSR,2
Hancea penangensis,"(Müll.Arg.) S.E.C.Sierra, Kulju & Welzen",Dicot,perennial,tree,62.57,33.94,3.49,C/CS,9
Malpighia romeroana,Cuatrec.,Dicot,perennial,shrub,48.1,22.7,29.2,C/CSR,7
Malus sylvestris,(L.) Mill.,Dicot,perennial,tree,27.21,68.28,4.51,S/CS,1
Malva alcea,L.,Dicot,perennial,forb,40.87,0,59.13,CR,1
Malva neglecta,Wallr.,Dicot,biennial,forb,21.95,28.27,49.78,R/CSR,1
Malva pusilla,Sm.,Dicot,biennial,forb,56.38,0,43.62,CR,1
Malva silvestris f. vestita,Pamp.,Dicot,perennial,forb,67.45,1.95,30.6,C/CR,1
Malva verticillata,L.,Dicot,annual,forb,70.1,4.23,25.68,C/CR,1
Manilkara bidentata,(A.DC.) A.Chev.,Dicot,perennial,tree,44.55,55.45,0,CS,7
Manilkara salzmannii,(A.DC.) H.J.Lam,Dicot,perennial,tree,40.57,51.42,8.01,CS,7
Maquira guianensis,Aubl.,Dicot,perennial,tree,50.07,36.89,13.04,CS/CSR,7
Maranta noctiflora,Regel & Körn.,Monocot,perennial,forb,35.66,33.16,31.18,CSR,7
Maranthes panamensis,(Standl.) Prance & F.White,Dicot,perennial,tree,33.25,66.75,0,S/CS,7
Marcetia acerosa,DC.,Dicot,perennial,shrub,0,100,0,S,7
Marcetia taxifolia,DC.,Dicot,perennial,shrub,0,63.55,36.45,S/SR,7
Margaritaria nobilis,L.f.,Dicot,perennial,tree,40.71,41.86,17.43,CS/CSR,7
Marila laxiflora,Rusby,Dicot,perennial,tree,52.36,38.13,9.52,CS,7
Maripa panamensis,Hemsl.,Dicot,perennial,liana,51.52,39.74,8.74,CS,7
Marrubium vulgare,L.,Dicot,perennial,forb,15.89,66.8,17.32,S/SR,1
Marsilea quadrifolia,L.,Fern,perennial,aquatic,17.82,28.91,53.27,R/CSR,1
Martinella obovata,Bureau & K.Schum.,Dicot,perennial,liana,61.67,31.31,7.02,C/CS,7
Adelphia hiraea,(Gaertn.) W.R.Anderson,Dicot,perennial,shrub,44.24,50.24,5.52,CS,7
Tripleurospermum caucasicum,(Willd.) Hayek,Dicot,perennial,forb,19.94,0,80.06,R/CR,1
Matricaria chamomilla,L.,Dicot,annual,forb,74.42,11.61,13.97,C/CR,1
Matricaria discoidea,DC.,Dicot,annual,forb,15.72,44.12,40.15,SR/CSR,1
Onoclea struthiopteris,Roth,Fern,perennial,forb,67.8,0,32.2,C/CR,1
Matthiola incana,(L.) W.T.Aiton,Dicot,perennial,shrub,33.2,0,66.8,R/CR,1
Maytenus erythroxylon,Reissek,Dicot,perennial,tree,35.61,64.39,0,S/CS,7
Maytenus schippii,Lundell,Dicot,perennial,tree,47.18,47.3,5.51,CS,7
Maytenus vitis-idaea,Griseb.,Dicot,perennial,shrub,27.09,72.91,0,S/CS,7
Mecardonia acuminata,(Walter) Small,Dicot,perennial,shrub,3.93,80.77,15.3,S/SR,4
Medicago arabica,(L.) Huds.,Dicot,annual,forb,27.62,6.35,66.03,R/CR,1
Medicago littoralis,Rohde ex Loisel.,Dicot,annual,forb,6.1,70.81,23.09,S/SR,1
Medicago lupulina,L.,Dicot,perennial,forb,16.11,29.63,54.26,R/CSR,1
Medicago marina,L.,Dicot,perennial,forb,9.6,69.62,20.78,S/SR,1
Medicago minima,(L.) L.,Dicot,annual,forb,3.32,46.29,50.39,SR,1
Medicago polymorpha,L.,Dicot,perennial,forb,21.69,23.95,54.36,R/CSR,1
Medicago sativa  subsp. sativa,"",Dicot,perennial,forb,14.87,45.17,39.97,SR/CSR,1
Meiogyne monosperma,(Hook.f. & Thomson) Heusden,Dicot,perennial,tree,40.23,55.46,4.3,CS,9
Melampyrum arvense,L.,Dicot,annual,forb,24.82,8.49,66.69,R/CR,1
Melampyrum cristatum,Hablitz ex Steud.,Dicot,annual,forb,21.53,14.43,64.04,R/CR,1
Melampyrum nemorosum,Baumg.,Dicot,annual,forb,22.89,0,77.11,R/CR,1
Melampyrum pratense,L.,Dicot,annual,forb,33.98,33.17,32.86,CSR,1
Melampyrum sylvaticum,L.,Dicot,perennial,forb,17.12,0,82.88,R/CR,1
Melica ciliata,L.,Monocot,perennial,graminoid,15.09,62.52,22.39,S/CSR,1
Melica picta,K.Koch,Monocot,perennial,graminoid,15.71,31.75,52.54,R/CSR,1
Melica uniflora,Retz.,Monocot,perennial,graminoid,17.11,31.13,51.77,R/CSR,1
Melilotus albus,Medik.,Dicot,perennial,forb,33.48,32.96,33.57,CSR,1
Melinis minutiflora,P.Beauv.,Monocot,perennial,graminoid,26.4,55.29,18.3,S/CSR,8
Melinis repens,(Willd.) Zizka,Monocot,perennial,graminoid,20.43,51.05,28.53,S/CSR,8
Melittis melissophyllum,L.,Dicot,perennial,forb,38.12,0,61.88,CR,1
Memecylon minutiflorum,Miq.,Dicot,perennial,tree,35.06,64.94,0,S/CS,9
Mendoncia gracilis,Turrill,Dicot,perennial,herbaceous vine,51.56,24.31,24.12,C/CSR,7
Mentha aquatica,L.,Dicot,perennial,forb,34.78,13.56,51.67,CR/CSR,1
Mentha arvensis,L.,Dicot,perennial,forb,20.4,7.35,72.25,R/CR,1
Mentha arvensis,L.,Dicot,perennial,forb,31.47,41.83,26.7,CSR,1
Mentha longifolia,(L.) L.,Dicot,perennial,forb,39.69,14.3,46.02,CR/CSR,1
Mentha pulegium,L.,Dicot,perennial,forb,11.45,12.42,76.13,R/SR,1
Mentha suaveolens  subsp. suaveolens,"",Dicot,perennial,forb,35.76,13.11,51.13,CR/CSR,1
Menyanthes trifoliata,L.,Dicot,perennial,forb,50.86,12.86,36.28,CR/CSR,1
Mercurialis annua,L.,Dicot,annual,forb,29.4,6.7,63.9,R/CR,1
Mercurialis perennis,L.,Dicot,perennial,forb,38.53,0,61.47,CR,1
Mesosetum exaratum,Chase,Monocot,perennial,graminoid,2.29,97.71,0,S,7
Mesosetum loliiforme,Chase,Monocot,perennial,graminoid,19.96,62.19,17.85,S/CSR,7
Mespilus germanica,L.,Dicot,perennial,tree,28.15,44.15,27.71,S/CSR,1
Mesua,L.,Dicot,perennial,tree,60.25,39.75,0,CS,9
Mesua ferrea  var. coromandeliana,(Wight) N.P.Singh,Dicot,perennial,tree,26.51,69.83,3.66,S/CS,9
Miconia affinis,DC.,Dicot,perennial,shrub,52.03,31.49,16.48,C/CSR,7
Miconia albicans,(Sw.) Steud.,Dicot,perennial,tree,48.01,51.99,0,CS,7
Miconia argentea,DC.,Dicot,perennial,tree,64.7,30.15,5.16,C/CS,7
Miconia dorsiloba,Gleason,Dicot,perennial,tree,51.14,28.52,20.34,C/CSR,7
Miconia elata,(Sw.) DC.,Dicot,perennial,tree,74.03,24.32,1.65,C/CS,7
Miconia hondurensis,Donn.Sm.,Dicot,perennial,tree,59.48,29.55,10.97,C/CSR,7
Miconia impetiolaris,D.Don,Dicot,perennial,shrub,70.68,20.63,8.69,C/CS,7
Miconia minutiflora,(Bonpl.) DC.,Dicot,perennial,shrub,43.72,54.05,2.23,CS,7
Miconia nervosa,Triana,Dicot,perennial,shrub,52.52,29.94,17.54,C/CSR,7
Miconia prasina,(Sw.) DC.,Dicot,perennial,tree,59.12,32.91,7.96,C/CS,7
Microcos lanceolata,(Miq.) Burret,Dicot,perennial,tree,27.89,66.42,5.69,S/CS,9
Microdesmis caseariifolia,Planch. ex Hook.,Dicot,perennial,tree,62.87,37.13,0,C/CS,9
Micropyrum tenellum,(L.) Link,Monocot,perennial,graminoid,0.97,29.08,69.95,R/SR,1
Milium effusum,L.,Monocot,perennial,graminoid,34.25,16.12,49.63,CR/CSR,1
Erythranthe guttata,(DC.) G.L.Nesom,Dicot,perennial,forb,36.05,0,63.95,R/CR,2
Mimulus ringens f. roseus,Fassett,Dicot,perennial,forb,22.28,17.14,60.57,R/CSR,2
Minaria ditassoides,(Silveira) T.U.P.Konno & Rapini,Dicot,perennial,shrub,2.35,97.65,0,S,7
Minuartia aizoides,(Boiss.) Bornm.,Dicot,perennial,forb,4.66,34.98,60.36,R/SR,1
Minuartia circassica,(Albov) Woronow,Dicot,perennial,forb,0,78.3,21.7,S/SR,1
Minuartia hybrida,(Vill.) Schischk.,Dicot,annual,forb,0,65.75,34.25,S/SR,1
Minuartia recurva,(All.) Schinz & Thell.,Dicot,perennial,forb,0.33,85.79,13.88,S,1
Minuartia verna,(L.) Hiern,Dicot,perennial,forb,0,52.9,47.1,SR,1
Mirabilis decipiens,(Standl.) Standl.,Dicot,perennial,forb,36.68,0,63.32,R/CR,4
Misopates orontium,(L.) Raf.,Dicot,annual,forb,15.45,0,84.55,R,1
Mitella diphylla,L.,Dicot,perennial,forb,46.9,0,53.1,CR,4
Moehringia ciliata,Dalla Torre,Dicot,perennial,forb,0,75.97,24.03,S/SR,1
Moehringia trinervia,[Clairv.],Dicot,perennial,forb,11.24,0,88.76,R,1
Molinia caerulea,Moench,Monocot,perennial,graminoid,15.69,65.27,19.04,S/SR,1
Molopospermum peloponnesiacum,W.D.J.Koch,Dicot,perennial,forb,83.26,10.09,6.65,C,1
Monarda media,Willd.,Dicot,perennial,forb,26.54,39.49,33.97,CSR,4
Monarda punctata  var. coryi,(E.M.McClint. & Epling) Shinners,Dicot,perennial,shrub,24.92,35.76,39.32,SR/CSR,4
Moneses uniflora,(L.) A.Gray,Dicot,perennial,forb,16.27,46.99,36.74,SR/CSR,1
Monocarpia maingayi,(Hook.f. & Thomson) I.M.Turner,Dicot,perennial,tree,46.18,53.82,0,CS,9
Montia fontana,L.,Dicot,annual,forb,0,0,100,R,1
Morus alba,L.,Dicot,perennial,tree,49.55,39.67,10.78,CS,1
Mosannona garwoodii,Chatrou & Welzenis,Dicot,perennial,tree,32.7,54.73,12.57,S/CSR,7
Mouriri myrtilloides,Poir.,Dicot,perennial,shrub,23.16,66.66,10.19,S/CS,7
Muhlenbergia minutissima,(Steud.) Swallen,Monocot,annual,graminoid,0.83,43.33,55.84,SR,4
Muhlenbergia montana,Hitchc.,Monocot,perennial,graminoid,6.78,93.22,0,S,4
Muhlenbergia ramulosa,(Kunth) Swallen,Monocot,annual,graminoid,0,100,0,S,4
Muhlenbergia rigens,Hitchc.,Monocot,perennial,graminoid,11.32,88.68,0,S,4
Muhlenbergia schreberi,J.F.Gmel.,Monocot,perennial,graminoid,5,52.7,42.3,SR,4
Muhlenbergia wrightii,Vasey ex J.M.Coult.,Monocot,perennial,graminoid,7.27,74.43,18.3,S/SR,4
Munroa squarrosa,(Nutt.) Torr.,Monocot,annual,graminoid,0.31,67.86,31.83,S/SR,4
Muscari botryoides,(L.) Mill.,Monocot,perennial,forb,41.35,0,58.65,CR,1
Myagrum perfoliatum,L.,Dicot,annual,forb,37.51,0,62.49,CR,1
Lactuca muralis,(L.) Gaertn.,Dicot,annual,forb,29.13,11.26,59.62,R/CSR,1
Myosotis alpestris,F.W.Schmidt,Dicot,perennial,forb,20.59,24.69,54.72,R/CSR,1
Myosotis arvensis,Hill,Dicot,annual,forb,14.81,0,85.19,R,1
Myosotis discolor,Pers.,Dicot,perennial,forb,5.64,4.08,90.28,R,1
Myosotis laxa,Lehm.,Dicot,perennial,forb,13.46,0,86.54,R,2
Myosotis rehsteineri,Wartm. ex Reut.,Dicot,perennial,forb,8.49,9.32,82.19,R,1
Myosotis scorpioides,L.,Dicot,perennial,forb,33.61,0,66.39,R/CR,1
Myosotis stricta,Link ex Roem. & Schult.,Dicot,annual,forb,2.58,11.89,85.53,R,1
Myosotis sylvatica,Hoffm.,Dicot,perennial,forb,20.36,0,79.64,R/CR,1
Stellaria aquatica,Scop.,Dicot,perennial,forb,24.46,0,75.54,R/CR,1
Ranunculus × alopecuroides,(Greene) Christenh. & Byng,Dicot,annual,forb,11.35,0,88.65,R,1
Myrcia splendens,DC.,Dicot,perennial,tree,34.94,51.67,13.39,CS/CSR,7
Myrcia guianensis,DC.,Dicot,perennial,tree,26.59,67.41,6,S/CS,7
Myrcia multiflora,DC.,Dicot,perennial,tree,13.78,86.22,0,S,7
Myrcia sylvatica,DC.,Dicot,perennial,tree,32.78,67.22,0,S/CS,7
Myrcia tomentosa,DC.,Dicot,perennial,tree,32.31,67.69,0,S/CS,7
Myrica gale,L.,Dicot,perennial,tree,8,82.79,9.21,S,1
Myricaria germanica,Desv.,Dicot,perennial,tree,0,32.34,67.66,R/SR,1
Myriophyllum alterniflorum,DC.,Dicot,perennial,aquatic,0,19.26,80.74,R/SR,1
Myriophyllum aquaticum,(Vell.) Verdc.,Dicot,perennial,aquatic,11.17,0,88.83,R,7
Myriophyllum spicatum,L.,Dicot,perennial,aquatic,6.33,0,93.67,R,1
Myrospermum frutescens,Jacq.,Dicot,perennial,tree,41.69,42.3,16.01,CS/CSR,7
Myrsine guianensis,(Aubl.) Kuntze,Dicot,perennial,tree,62.32,37.68,0,CS,7
Najas marina,L.,Monocot,annual,aquatic,7.12,0,92.88,R,1
Najas minor,All.,Monocot,annual,aquatic,0,0,100,R,1
Nama dichotoma,(Ruiz & Pav.) Choisy,Dicot,annual,forb,0.23,0,99.77,R,4
Nardus stricta var. minor,Guffroy,Monocot,perennial,graminoid,4.77,90.52,4.71,S,1
Nasturtium officinale,R.Br.,Dicot,perennial,aquatic,11.73,0,88.27,R,1
Nectandra cissiflora,Nees,Dicot,perennial,tree,57.18,38.34,4.48,CS,7
Nectandra lineata,(Kunth) Rohwer,Dicot,perennial,tree,49.51,38.88,11.61,CS/CSR,7
Damburneya purpurea,(Ruiz & Pav.) Trofimov,Dicot,perennial,tree,42.22,57.78,0,CS,7
Neea amplifolia,Donn.Sm.,Dicot,perennial,shrub,71.63,5.45,22.92,C/CR,7
Nelumbo nucifera,Gaertn.,Dicot,perennial,aquatic,91.9,1.09,7.01,C,1
Neobalanocarpus heimii,(King) P.S.Ashton,Dicot,perennial,tree,28.02,67.28,4.7,S/CS,9
Neoscortechinia kingii,Pax & K.Hoffm.,Dicot,perennial,tree,33.62,66.38,0,S/CS,9
Neotinea tridentata,"(Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Monocot,perennial,forb,51.05,0,48.95,CR,1
Neotinea ustulata,"(L.) R.M.Bateman, Pridgeon & M.W.Chase",Monocot,perennial,forb,34.55,0,65.45,R/CR,1
Nepeta cataria,L.,Dicot,perennial,forb,18.48,17.89,63.63,R/CSR,1
Nephelium costatum,Hiern,Dicot,perennial,tree,51.52,48.48,0,CS,9
Neptunia lutea,(Leavenw.) Benth.,Dicot,perennial,forb,4.79,73.26,21.95,S/SR,4
Nerium oleander var. album,G.Lodd.,Dicot,perennial,tree,35.5,64.5,0,S/CS,1
Nicandra physalodes,(L.) Gaertn.,Dicot,annual,forb,69.48,0.19,30.33,C/CR,7
Nicotiana rustica,L.,Dicot,annual,forb,77.15,0,22.85,C/CR,7
Nigella arvensis var. glauca,Boiss.,Dicot,annual,forb,16.28,12.07,71.65,R/CR,1
Nigella damascena,L.,Dicot,annual,forb,42.65,8.07,49.28,CR,1
Noccaea montana,(L.) F.K.Mey.,Dicot,perennial,forb,16.34,0,83.66,R/CR,1
Nonea pulla,DC.,Dicot,perennial,forb,50.03,0,49.97,CR,1
Nuphar lutea,(L.) Sm.,Dicot,perennial,aquatic,88.77,9.61,1.62,C,1
Nymphaea marliacea,Lat.-Marl.,Dicot,perennial,aquatic,90.91,2.13,6.96,C,1
Nymphaea odorata,Aiton,Dicot,perennial,aquatic,87.36,6.32,6.32,C,2
Nymphoides peltata,(S.G.Gmel.) Kuntze,Dicot,perennial,aquatic,64.25,0,35.75,C/CR,1
Ochanostachys amentacea,Mast.,Dicot,perennial,tree,40.15,49.35,10.5,CS,9
Ochroma pyramidale,(Cav. ex Lam.) Urb.,Dicot,perennial,tree,79.04,18.78,2.18,C/CS,7
Ocotea canaliculata,(Rich.) Mez,Dicot,perennial,tree,48.39,51.61,0,CS,7
Ocotea leptobotra,(Ruiz & Pav.) Mez,Dicot,perennial,tree,41.14,47.92,10.94,CS/CSR,7
Ocotea indecora,(Schott) Mez,Dicot,perennial,tree,35.13,61.12,3.74,S/CS,7
Ocotea insularis,(Meisn.) Mez,Dicot,perennial,tree,67.49,32.51,0,C/CS,7
Ocotea notata,(Nees & Mart.) Mez,Dicot,perennial,tree,41.64,58.36,0,CS,7
Ocotea oblonga,(Meisn.) Mez,Dicot,perennial,tree,42.21,50.57,7.22,CS,7
Ocotea puberula,(Rich.) Nees,Dicot,perennial,tree,44.89,41.5,13.61,CS/CSR,7
Ocotea whitei,Woodson,Dicot,perennial,tree,35.96,61.14,2.91,S/CS,7
Odontites luteus,Steven,Dicot,annual,forb,2.95,48.26,48.79,SR,1
Odontites vernus,(Bellardi) Dumort.,Dicot,annual,forb,9.29,25.09,65.63,R/SR,1
Oenanthe aquatica,(L.) Poir.,Dicot,perennial,aquatic,62.51,0,37.49,C/CR,1
Oenanthe fistulosa,L.,Dicot,perennial,aquatic,23.31,0,76.69,R/CR,1
Oenanthe lachenalii,C.C.Gmel.,Dicot,perennial,aquatic,48.61,21.2,30.18,C/CSR,1
Oenocarpus mapora,H.Karst.,Monocot,perennial,tree,76.71,23.29,0,C/CS,7
Oenothera oakesiana,(A.Gray) J.W.Robbins ex S.Watson,Dicot,biennial,forb,55.78,0,44.22,CR,1
Oenothera glazioviana,Micheli,Dicot,biennial,forb,63.36,0,36.64,C/CR,1
Oenothera glazioviana,Micheli,Dicot,biennial,forb,59.92,29.94,10.14,C/CS,1
Oenothera parviflora,L.,Dicot,biennial,forb,30.92,16.59,52.49,R/CSR,2
Oenothera perennis,L.,Dicot,perennial,forb,2.05,72.27,25.69,S/SR,2
Oenothera pubescens,Wild. ex Spreng.,Dicot,perennial,forb,22.99,0,77.01,R/CR,4
Oenothera rosea,Aiton,Dicot,perennial,forb,15.1,19.82,65.08,R/SR,4
Oenothera biennis,L.,Dicot,perennial,forb,58.25,29.9,11.86,C/CSR,1
Omalotheca norvegica,(Gunnerus) Sch.Bip. & F.W.Schultz,Dicot,perennial,forb,17.68,38.92,43.4,SR/CSR,1
Omalotheca supina,(L.) Cass.,Dicot,perennial,forb,0,53.67,46.33,SR,1
Omphalea diandra,L.,Dicot,perennial,liana,71.34,21.31,7.34,C/CS,7
Omphalodes verna,Moench,Dicot,annual,forb,41.17,20.8,38.03,CR/CSR,1
Onobrychis montana,DC.,Dicot,perennial,forb,30.97,38.43,30.59,CSR,1
Onoclea sensibilis,L.,Fern,perennial,forb,52.88,15.16,31.96,C/CSR,2
Ononis spinosa  subsp. procurrens,(Wallr.) Briq.,Dicot,perennial,forb,3.66,42.65,53.69,SR,1
Ononis spinosa,L.,Dicot,perennial,shrub,10.71,38.26,51.03,SR,1
Ononis variegata,L.,Dicot,perennial,shrub,16.91,0,83.09,R/CR,1
Onopordum acanthium,L.,Dicot,biennial,forb,61.45,22.66,15.89,C/CSR,1
Ophrys flavicans,Vis.,Monocot,perennial,forb,28.72,0,71.28,R/CR,1
Ophrys fuciflora,(F.W.Schmidt) Moench,Monocot,biennial,forb,38.83,0,61.17,CR,1
Ophrys sphegodes,Mill.,Monocot,perennial,forb,31.72,0,68.28,R/CR,1
Orchis mascula,(L.) L.,Monocot,perennial,forb,65.56,0,34.44,C/CR,1
Orchis purpurea,Huds.,Monocot,perennial,forb,68.12,0,31.88,C/CR,1
Anacamptis morio,"(L.) R.M.Bateman, Pridgeon & M.W.Chase",Monocot,perennial,forb,25.21,0,74.79,R/CR,1
Orchis purpurea  subsp. caucasica,"(Regel) B.Baumann, H.Baumann, R.Lorenz & Ruedi Peter",Monocot,perennial,forb,64.39,0,35.61,C/CR,1
Orchis simia,Lam.,Monocot,perennial,forb,55.91,0,44.09,CR,1
Neotinea ustulata,"(L.) R.M.Bateman, Pridgeon & M.W.Chase",Monocot,perennial,forb,47.4,0,52.6,CR,1
Oreochloa disticha,Link,Monocot,perennial,graminoid,1.63,98.37,0,S,1
Origanum vulgare,L.,Dicot,perennial,forb,5.11,69.98,24.91,S/SR,1
Orlaya grandiflora,(L.) Hoffm.,Dicot,annual,forb,47.76,15.27,36.96,CR/CSR,1
Ormosia amazonica,Ducke,Dicot,perennial,tree,70.45,29.55,0,C/CS,7
Ormosia coccinea,(Aubl.) Jacks.,Dicot,perennial,tree,77.66,22.34,0,C/CS,7
Ormosia macrocalyx,Ducke,Dicot,perennial,tree,75.5,17.94,6.56,C/CS,7
Ornithogalum umbellatum,L.,Monocot,perennial,forb,59.66,0,40.34,CR,1
Ornithopus perpusillus,L.,Dicot,perennial,forb,7.97,23.66,68.37,R/SR,1
Orthilia secunda,(L.) House,Dicot,perennial,forb,14.24,60.7,25.06,S/CSR,1
Oryza sativa L.,"",Monocot,annual,graminoid,37.88,37.13,24.99,CS/CSR,1
Osmunda spectabilis,Willd.,Fern,perennial,forb,84.01,12.03,3.96,C,1
Ostrya carpinifolia,Scop.,Dicot,perennial,tree,30.11,54.08,15.81,S/CSR,1
Ostrya virginiana,(Mill.) K.Koch,Dicot,perennial,tree,19.18,53.73,27.09,S/CSR,4
Osyris alba,L.,Dicot,perennial,shrub,3.41,49.85,46.74,SR,1
Achillea maritima  subsp. maritima,"",Dicot,perennial,forb,23.97,0,76.03,R/CR,1
Ouratea hexasperma,Baill.,Dicot,perennial,tree,34.62,65.38,0,S/CS,7
Ouratea lucens,Engl.,Dicot,perennial,tree,42.13,56.31,1.56,CS,7
Oxalis acetosella,L.,Dicot,perennial,forb,22.4,0,77.6,R/CR,1
Oxalis alpina,Rose ex R.Knuth,Dicot,perennial,forb,10.08,0,89.92,R,4
Oxalis corniculata,L.,Dicot,annual,forb,7.2,0,92.8,R,1
Oxalis stricta,L.,Dicot,perennial,forb,23.21,0,76.79,R/CR,1
Oxyria digyna,Hill,Dicot,perennial,forb,22.1,0,77.9,R/CR,1
Oxytropis campestris,(L.) DC.,Dicot,perennial,forb,31.48,30.19,38.33,CSR,1
Oxytropis kubanensis,Leskov,Dicot,perennial,forb,25.36,54.92,19.72,S/CSR,1
Oxytropis lambertii  var. bigelovii,A.Gray,Dicot,perennial,forb,44.5,52.74,2.76,CS,4
Bombax ceiba,L.,Dicot,perennial,tree,67.21,22.26,10.53,C/CS,7
Pachira sessilis,Benth.,Dicot,perennial,tree,66.48,23.19,10.33,C/CS,7
Packera multilobata,(A.Gray) W.A.Weber & Á.Löve,Dicot,perennial,forb,33.54,34.55,31.91,CSR,4
Paeonia officinalis,L.,Dicot,perennial,forb,67.8,27.33,4.87,C/CS,1
Paepalanthus geniculatus,Kunth,Monocot,perennial,forb,14.28,80.36,5.37,S/CS,7
Paepalanthus nigrescens,Silveira,Monocot,perennial,forb,27.2,58.04,14.76,S/CSR,7
Palicourea guianensis,Aubl.,Dicot,perennial,shrub,50.79,34.5,14.71,CS/CSR,7
Panicum philadelphicum,Bernh. ex Trin.,Monocot,annual,graminoid,31.14,46.3,22.56,S/CSR,4
Panicum cyanescens,Nees ex Trin.,Monocot,perennial,graminoid,7.81,81.2,10.99,S,7
Panicum dichotomiflorum,Michx.,Monocot,annual,graminoid,61.28,14.56,24.15,C/CSR,4
Panicum flexile,Scribn.,Monocot,annual,graminoid,6.74,67.4,25.87,S/SR,4
Panicum philadelphicum,Bernh. ex Trin.,Monocot,annual,graminoid,2.89,50.36,46.75,SR,4
Dichanthelium lindheimeri,(Nash) Gould,Monocot,perennial,graminoid,3.11,66.92,29.96,S/SR,4
Panicum aquarum,Zuloaga & Morrone,Monocot,perennial,graminoid,17.04,57.06,25.9,S/CSR,4
Roemeria apula,"(Ten.) Banfi, Bartolucci, J.-M.Tison & Galasso",Dicot,annual,forb,24.48,7.5,68.02,R/CR,1
Oreomecon alpina,"(L.) Banfi, Bartolucci, J.-M.Tison & Galasso",Dicot,perennial,forb,21.97,0,78.03,R/CR,1
Papaver rhoeas,L.,Dicot,annual,forb,34.69,0,65.31,R/CR,1
Papaver somniferum,L.,Dicot,annual,forb,59.34,4,36.66,CR,1
Tanaecium pyramidatum,(Rich.) L.G.Lohmann,Dicot,perennial,liana,64.71,21.76,13.52,C/CS,7
Parapholis strigosa,(Dumort.) C.E.Hubb.,Monocot,annual,graminoid,0,54.95,45.05,SR,1
Parietaria judaica,L.,Dicot,perennial,forb,20.42,6.88,72.7,R/CR,1
Parietaria officinalis,L.,Dicot,perennial,forb,34.24,17.57,48.2,CR/CSR,1
Paris verticillata,M.Bieb.,Monocot,perennial,forb,48.47,0,51.53,CR,1
Parnassia palustris  var. palustris,"",Dicot,perennial,forb,20.96,18.81,60.23,R/CSR,1
Paropsia vareciformis,Mast.,Dicot,perennial,tree,32.19,66.25,1.56,S/CS,9
Parthenocissus quinquefolia,Planch.,Dicot,perennial,shrub,66.47,15.6,17.93,C/CR,4
Parthenocissus quinquefolia,Planch.,Dicot,perennial,liana,66.23,13.06,20.71,C/CR,4
Parthenocissus tricuspidata,Planch.,Dicot,perennial,liana,55.15,31.41,13.44,C/CSR,1
Elymus smithii,(Rydb.) Gould,Monocot,perennial,graminoid,22.27,67.23,10.5,S/CS,4
Paspalum dilatatum var. chiru,Millot ex P.R.Speranza & G.H.Rua,Monocot,perennial,graminoid,33.68,26.06,40.26,CSR,7
Paspalum erianthum,Nees ex Trin.,Monocot,perennial,graminoid,24.87,75.13,0,S/CS,7
Paspalum floridanum,Michx.,Monocot,perennial,graminoid,4.47,73.27,22.26,S/SR,4
Paspalum pectinatum,Nees,Monocot,perennial,graminoid,20.13,79.87,0,S/CS,7
Passiflora vitifolia,Kunth,Dicot,perennial,liana,50.74,17.87,31.39,C/CSR,7
Pastinaca sativa,L.,Dicot,perennial,forb,62.69,16.12,21.19,C/CSR,1
Paullinia baileyi,Standl.,Dicot,perennial,liana,73.23,16.36,10.42,C/CS,7
Paullinia clavigera,Schltdl.,Dicot,perennial,liana,52.39,45.23,2.39,CS,7
Paullinia rugosa,Benth. ex Radlk.,Dicot,perennial,liana,74.44,20.25,5.31,C/CS,7
Paullinia turbacensis,Kunth,Dicot,perennial,liana,54.13,31.62,14.25,C/CSR,7
Paulownia tomentosa,Steud.,Dicot,perennial,tree,84.16,2.66,13.17,C,1
Payena lucida,A.DC.,Dicot,perennial,tree,31.06,59.82,9.12,S/CS,9
Pedicularis caucasica,M.Bieb.,Dicot,perennial,forb,13.54,63.35,23.11,S/SR,1
Pedicularis comosa,L.,Dicot,perennial,forb,27.31,48.87,23.82,S/CSR,1
Pedicularis condensata,M.Bieb.,Dicot,perennial,forb,35.92,34.46,29.62,CSR,1
Pedicularis gyroflexa,Vill.,Dicot,perennial,forb,23.33,59.29,17.38,S/CSR,1
Pedicularis kerneri,Dalla Torre,Dicot,perennial,forb,19.67,75.07,5.26,S/CS,1
Pedicularis lapponica,L.,Dicot,perennial,forb,12.59,29.99,57.42,R/CSR,1
Pedicularis nordmanniana,Bunge,Dicot,perennial,forb,20.51,24.09,55.4,R/CSR,1
Pedicularis oederi  f. rubra,(Maxim.) Tsoong,Dicot,perennial,forb,23.21,0,76.79,R/CR,1
Pedicularis palustris,L.,Dicot,perennial,forb,23.33,0,76.67,R/CR,1
Pedicularis rostratocapitata,Crantz,Dicot,perennial,forb,23.36,48.68,27.95,S/CSR,1
Pedicularis verticillata,L.,Dicot,perennial,forb,12.46,22.53,65.01,R/SR,1
Hemionitis cymbiformis,(J.Prado) Christenh.,Fern,perennial,forb,27.71,72.29,0,S/CS,7
Cenchrus ciliaris,L.,Monocot,perennial,graminoid,16.47,67.37,16.16,S/CS,1
Cenchrus mezianus,(Leeke) Morrone,Monocot,perennial,graminoid,13.78,19.21,67,R/SR,8
