validScientificName,family,order,superOrder,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority
Linum medium (Planch.) Britton,Linaceae,Malpighiales,Rosanae,Dicot,perennial,forb,0,0,100,R,4
Linum perenne L.,Linaceae,Malpighiales,Rosanae,Dicot,perennial,shrub,1.17,21.24,77.59,R/SR,1
Linum suffruticosum L.,Linaceae,Malpighiales,Rosanae,Dicot,perennial,shrub,0,59.6,40.4,SR,1
Linum tenuifolium L.,Linaceae,Malpighiales,Rosanae,Dicot,perennial,forb,0.29,65.92,33.79,S/SR,1
Linum usitatissimum L.,Linaceae,Malpighiales,Rosanae,Dicot,annual,forb,1.92,12.87,85.2,R,1
Liparis loeselii (L.) Rich.,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,30.43,0,69.57,R/CR,1
Listera cordata (L.) R. Br.,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,15.03,0,84.97,R,1
Listera ovata (L.) R. Br.,Orchidaceae,Asparagales,Lilianae,Monocot,perennial,forb,52.78,0,47.22,CR,1
Lithocarpus curtisii (King ex Hook. f.) A. Camus,Fagaceae,Fagales,Rosanae,Dicot,perennial,tree,63.54,36.46,0,C/CS,9
Lithospermum arvense L.,Boraginaceae,Boraginales,Asteranae,Dicot,annual,forb,15.8,8.78,75.42,R/CR,1
Lithospermum multiflorum Torr. ex A. Gray,Boraginaceae,Boraginales,Asteranae,Dicot,perennial,forb,13.89,65.91,20.2,S/SR,4
Lithraea molleoides (Vell.) Engl.,Anacardiaceae,Sapindales,Rosanae,Dicot,perennial,tree,22.82,77.18,0,S/CS,7
Litsea magnifica Boerl.,Lauraceae,Laurales,Magnolianae,Dicot,perennial,tree,41.81,51.85,6.34,CS,9
Lloydia serotina (L.) Salisb. ex Rchb.,Liliaceae,Liliales,Lilianae,Monocot,perennial,forb,34.68,0,65.32,R/CR,1
Lobelia inflata L.,Campanulaceae,Asterales,Asteranae,Dicot,perennial,forb,11.52,45.83,42.65,SR/CSR,4
Lobelia spicata Lam.,Campanulaceae,Asterales,Asteranae,Dicot,perennial,forb,4.36,65.27,30.37,S/SR,4
Logfia arvensis (L.) Holub,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,4,29.99,66.01,R/SR,1
Logfia minima (Sm.) Dumort.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,0,59.27,40.73,SR,1
Lolium perenne L.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,21.68,0,78.32,R/CR,1
Lolium remotum Schrank,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,43.54,2.64,53.82,CR,6
Lolium rigidum Gaudin,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,8.71,44.96,46.33,SR,1
Lolium temulentum L.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,32.91,27.42,39.67,CSR,1
Lomelosia argentea Greuter & Burdet,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,forb,7.87,92.13,0,S,1
Lomelosia graminifolia (L.) Greuter & Burdet graminifolia,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,forb,29.69,30.62,39.69,CSR,1
Lonchocarpus heptaphyllus (Poir.) DC.,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,66.65,24.27,9.07,C/CS,7
Lonicera alpigena L. alpigena,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,tree,42.91,23.78,33.31,CR/CSR,1
Lonicera caerulea L. caerulea,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,tree,18.29,49.36,32.35,S/CSR,1
Lonicera caprifolium L.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,liana,31.67,43.03,25.3,CSR,1
Lonicera implexa Aiton,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,liana,20.74,79.26,0,S/CS,1
Lonicera japonica Thunb.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,liana,34.03,51.31,14.66,CS/CSR,1
Lonicera nigra L.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,tree,19.31,57.39,23.3,S/CSR,1
Lonicera periclymenum L.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,liana,12.7,72.82,14.48,S/SR,1
Lonicera xylosteum L.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,perennial,tree,34.03,51.31,14.66,CS/CSR,1
Lotus corniculatus L. alpinus (DC.) Rothm.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,4.05,44.84,51.11,SR,1
Lotus corniculatus L. corniculatus,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,14.21,18.98,66.81,R/SR,1
Lotus pedunculatus Cav.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,23.83,48.31,27.86,S/CSR,1
Lotus tenuis Waldst. & Kit. ex Willd.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,24.62,0,75.38,R/CR,1
Lotus wrightii (A. Gray) Greene,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,18.62,9.76,71.62,R/CR,4
Lozania pittieri (S.F. Blake) L.B. Sm.,Lacistemataceae,Malpighiales,Rosanae,Dicot,perennial,tree,43.82,24.2,31.98,CR/CSR,7
Ludwigia palustris (L.) Elliott,Onagraceae,Myrtales,Rosanae,Dicot,perennial,forb,13.02,23.95,63.03,R/SR,1
Luehea seemannii Triana & Planch.,Malvaceae,Malvales,Rosanae,Dicot,perennial,tree,42.04,48.07,9.89,CS,7
Lunaria annua L.,Brassicaceae,Brassicales,Rosanae,Dicot,biennial,forb,59.39,0,40.61,CR,1
Lunaria rediviva L.,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,forb,61.45,0,38.55,CR,1
Lupinus albus L.,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,69.1,0,30.9,C/CR,1
Lupinus argenteus Pursh,Fabaceae,Fabales,Rosanae,Dicot,perennial,shrub,60.41,0,39.59,CR,4
Lupinus kingii S. Watson,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,31.2,0,68.8,R/CR,4
Lupinus luteus L.,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,58.48,0,41.52,CR,1
Lupinus perennis L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,59.12,0,40.88,CR,4
Lupinus polyphyllus Lindl.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,67.42,6.08,26.5,C/CR,2
Luronium natans (L.) Raf.,Alismataceae,Alismatales,Lilianae,Monocot,perennial,aquatic,13.65,0,86.35,R,1
Luzula alpinopilosa (Chaix) Breistr. alpinopilosa,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,20.95,10.53,68.53,R/CR,1
Luzula campestris (L.) DC.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,15.74,47.86,36.4,SR/CSR,1
Luzula forsteri (Sm.) DC.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,14.04,47.33,38.63,SR/CSR,1
Luzula lutea (All.) DC. lutea,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,13.29,71.77,14.94,S/SR,1
Luzula multiflora (Ehrh.) Lej.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,9.74,47.32,42.94,SR,1
Luzula nivea (L.) DC.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,19.26,40.21,40.53,SR/CSR,1
Luzula pilosa (L.) Willd.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,27.54,18.8,53.66,R/CSR,1
Luzula spicata (L.) DC. mutabilis Chrtek & Kriša,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,1.19,96.49,2.32,S,1
Luzula sudetica (Willd.) Schult.,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,13.74,29.88,56.38,R/CSR,1
Luzula sylvatica (Huds.) Gaudin sylvatica,Juncaceae,Poales,Lilianae,Monocot,perennial,graminoid,28.64,25.64,45.72,R/CSR,1
Lychnophora rupestris Semir & Leitão,Asteraceae,Asterales,Asteranae,Dicot,perennial,shrub,0.1,99.9,0,S,7
Lycium barbarum L.,Solanaceae,Solanales,Asteranae,Dicot,perennial,shrub,57.45,0,42.55,CR,1
Lycopodiella inundata (L.) Holub,Lycopodiaceae,Lycopodiales,,Fern,perennial,forb,0,0,100,R,1
Lycopodium annotinum L.,Lycopodiaceae,Lycopodiales,,Fern,perennial,forb,0,64.11,35.89,S/SR,1
Lycopodium clavatum L.,Lycopodiaceae,Lycopodiales,,Fern,perennial,forb,0,68.75,31.25,S/SR,1
Lycopus americanus Muhl. ex W.P.C. Barton,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,16.87,32.13,51,R/CSR,2
Lycopus europaeus L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,34.13,0,65.87,R/CR,1
Lysimachia nummularia L.,Primulaceae,Ericales,Asteranae,Dicot,perennial,herbaceous vine,12.48,32.16,55.36,R/CSR,1
Lysimachia thyrsiflora L.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,32.49,15.19,52.31,R/CSR,1
Lysimachia vulgaris L.,Primulaceae,Ericales,Asteranae,Dicot,perennial,forb,32.98,26.09,40.93,CSR,1
Lythrum hyssopifolia L.,Lythraceae,Myrtales,Rosanae,Dicot,biennial,forb,0,38.85,61.15,SR,1
Lythrum salicaria L.,Lythraceae,Myrtales,Rosanae,Dicot,perennial,shrub,15.88,65.97,18.14,S/SR,1
Macaranga lowii King ex Hook. f.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,64.52,35.48,0,C/CS,9
Machaeranthera canescens (Pursh) A. Gray,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,9.51,81.61,8.88,S,4
Machaeranthera gracilis (Nutt.) Shinners,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,0,57.75,42.25,SR,4
Machaerium hirtum (Vell.) Stellfeld,Fabaceae,Fabales,Rosanae,Dicot,perennial,tree,10.27,77.91,11.82,S/SR,7
Machaerium kegelii Meisn.,Fabaceae,Fabales,Rosanae,Dicot,perennial,liana,64.61,35.39,0,C/CS,7
Machaerium seemanni Benth. ex Seem.,Fabaceae,Fabales,Rosanae,Dicot,perennial,liana,37.74,45.95,16.31,CS/CSR,7
Maclura tinctoria (L.) D. Don ex Steud.,Moraceae,Rosales,Rosanae,Dicot,perennial,tree,37.8,41.09,21.11,CS/CSR,7
Macrocnemum roseum (Ruiz & Pav.) Wedd.,Rubiaceae,Gentianales,Asteranae,Dicot,perennial,tree,58.82,20.89,20.29,C/CSR,7
Madhuca malaccensis (C.B. Clarke) H.J. Lam,Sapotaceae,Ericales,Asteranae,Dicot,perennial,tree,24.05,66.82,9.13,S/CS,9
Mahonia aquifolium (Pursh) Nutt.,Berberidaceae,Ranunculales,Ranunculanae,Dicot,perennial,tree,47.87,52.13,0,CS,4
Maianthemum bifolium (L.) Schmidt,Asparagaceae,Asparagales,Lilianae,Monocot,perennial,forb,30.02,30.55,39.43,CSR,1
Maianthemum canadense Desf.,Asparagaceae,Asparagales,Lilianae,Monocot,perennial,forb,20.01,52.66,27.33,S/CSR,2
Mallotus penangensis Müll. Arg.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,62.57,33.94,3.49,C/CS,9
Malpighia romeroana Cuatrec.,Malpighiaceae,Malpighiales,Rosanae,Dicot,perennial,shrub,48.1,22.7,29.2,C/CSR,7
Malus sylvestris Mill.,Rosaceae,Rosales,Rosanae,Dicot,perennial,tree,27.21,68.28,4.51,S/CS,1
Malva alcea L.,Malvaceae,Malvales,Rosanae,Dicot,perennial,forb,40.87,0,59.13,CR,1
Malva neglecta Wallr.,Malvaceae,Malvales,Rosanae,Dicot,biennial,forb,21.95,28.27,49.78,R/CSR,1
Malva pusilla Sm.,Malvaceae,Malvales,Rosanae,Dicot,biennial,forb,56.38,0,43.62,CR,1
Malva sylvestris L.,Malvaceae,Malvales,Rosanae,Dicot,perennial,forb,67.45,1.95,30.6,C/CR,1
Malva verticillata L.,Malvaceae,Malvales,Rosanae,Dicot,annual,forb,70.1,4.23,25.68,C/CR,1
Manilkara bidentata (A. DC.) A. Chev.,Sapotaceae,Ericales,Asteranae,Dicot,perennial,tree,44.55,55.45,0,CS,7
Manilkara salzmannii (A. DC.) H.J. Lam,Sapotaceae,Ericales,Asteranae,Dicot,perennial,tree,40.57,51.42,8.01,CS,7
Maquira guianensis Aubl.,Moraceae,Rosales,Rosanae,Dicot,perennial,tree,50.07,36.89,13.04,CS/CSR,7
Maranta noctiflora Regel & Körn.,Marantaceae,Zingiberales,Lilianae,Monocot,perennial,forb,35.66,33.16,31.18,CSR,7
Maranthes panamensis (Standl.) Prance & F. White,Chrysobalanaceae,Malpighiales,Rosanae,Dicot,perennial,tree,33.25,66.75,0,S/CS,7
Marcetia acerosa DC.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,shrub,0,100,0,S,7
Marcetia taxifolia (A. St.-Hil.) DC.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,shrub,0,63.55,36.45,S/SR,7
Margaritaria nobilis L. f.,Phyllanthaceae,Malpighiales,Rosanae,Dicot,perennial,tree,40.71,41.86,17.43,CS/CSR,7
Marila laxiflora Rusby,Calophyllaceae,Malpighiales,Rosanae,Dicot,perennial,tree,52.36,38.13,9.52,CS,7
Maripa panamensis Hemsl.,Convolvulaceae,Solanales,Asteranae,Dicot,perennial,liana,51.52,39.74,8.74,CS,7
Marrubium vulgare L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,15.89,66.8,17.32,S/SR,1
Marsilea quadrifolia L.,Marsileaceae,Salviniales,,Fern,perennial,aquatic,17.82,28.91,53.27,R/CSR,1
Martinella obovata (Kunth) Bureau & K. Schum.,Bignoniaceae,Lamiales,Asteranae,Dicot,perennial,liana,61.67,31.31,7.02,C/CS,7
Mascagnia hiraea (Gaertn.) Fawc. & Rendle,Malpighiaceae,Malpighiales,Rosanae,Dicot,perennial,shrub,44.24,50.24,5.52,CS,7
Matricaria caucasica (Willd.) Poir.,Asteraceae,Asterales,Asteranae,Dicot,perennial,forb,19.94,0,80.06,R/CR,1
Matricaria chamomilla L.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,74.42,11.61,13.97,C/CR,1
Matricaria matricarioides (Less.) Porter ex Britton,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,15.72,44.12,40.15,SR/CSR,1
Matteuccia struthiopteris (L.) Tod.,Onocleaceae,Polypodiales,,Fern,perennial,forb,67.8,0,32.2,C/CR,1
Matthiola incana (L.) W.T. Aiton,Brassicaceae,Brassicales,Rosanae,Dicot,perennial,shrub,33.2,0,66.8,R/CR,1
Maytenus erythroxylon Reissek,Celastraceae,Celastrales,Rosanae,Dicot,perennial,tree,35.61,64.39,0,S/CS,7
Maytenus schippii Lundell,Celastraceae,Celastrales,Rosanae,Dicot,perennial,tree,47.18,47.3,5.51,CS,7
Maytenus vitis-idaea Griseb.,Celastraceae,Celastrales,Rosanae,Dicot,perennial,shrub,27.09,72.91,0,S/CS,7
Mecardonia acuminata (Walter) Small,Plantaginaceae,Lamiales,Asteranae,Dicot,perennial,shrub,3.93,80.77,15.3,S/SR,4
Medicago arabica (L.) Huds.,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,27.62,6.35,66.03,R/CR,1
Medicago littoralis Rohde,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,6.1,70.81,23.09,S/SR,1
Medicago lupulina L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,16.11,29.63,54.26,R/CSR,1
Medicago marina L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,9.6,69.62,20.78,S/SR,1
Medicago minima (L.) Bartal.,Fabaceae,Fabales,Rosanae,Dicot,annual,forb,3.32,46.29,50.39,SR,1
Medicago polymorpha L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,21.69,23.95,54.36,R/CSR,1
Medicago sativa L.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,14.87,45.17,39.97,SR/CSR,1
Meiogyne monosperma (Hook. f. & Thomson) Heusden,Annonaceae,Magnoliales,Magnolianae,Dicot,perennial,tree,40.23,55.46,4.3,CS,9
Melampyrum arvense L.,Orobanchaceae,Lamiales,Asteranae,Dicot,annual,forb,24.82,8.49,66.69,R/CR,1
Melampyrum cristatum L.,Orobanchaceae,Lamiales,Asteranae,Dicot,annual,forb,21.53,14.43,64.04,R/CR,1
Melampyrum nemorosum L.,Orobanchaceae,Lamiales,Asteranae,Dicot,annual,forb,22.89,0,77.11,R/CR,1
Melampyrum pratense L.,Orobanchaceae,Lamiales,Asteranae,Dicot,annual,forb,33.98,33.17,32.86,CSR,1
Melampyrum sylvaticum L.,Orobanchaceae,Lamiales,Asteranae,Dicot,perennial,forb,17.12,0,82.88,R/CR,1
Melica ciliata L. ciliata,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,15.09,62.52,22.39,S/CSR,1
Melica nutans L.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,15.71,31.75,52.54,R/CSR,1
Melica uniflora Retz,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,17.11,31.13,51.77,R/CSR,1
Melilotus albus Medik.,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,33.48,32.96,33.57,CSR,1
Melinis minutiflora P. Beauv.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,26.4,55.29,18.3,S/CSR,8
Melinis repens (Willd.) Zizka,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,20.43,51.05,28.53,S/CSR,8
Melittis melissophyllum L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,38.12,0,61.88,CR,1
Memecylon minutiflorum Miq.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,tree,35.06,64.94,0,S/CS,9
Mendoncia gracilis Turrill,Acanthaceae,Lamiales,Asteranae,Dicot,perennial,herbaceous vine,51.56,24.31,24.12,C/CSR,7
Mentha aquatica L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,34.78,13.56,51.67,CR/CSR,1
Mentha arvensis L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,20.4,7.35,72.25,R/CR,1
Mentha badensis C.C. Gmel.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,31.47,41.83,26.7,CSR,1
Mentha longifolia (L.) Huds.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,39.69,14.3,46.02,CR/CSR,1
Mentha pulegium L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,11.45,12.42,76.13,R/SR,1
Mentha suaveolens Ehrh.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,35.76,13.11,51.13,CR/CSR,1
Menyanthes trifoliata L.,Menyanthaceae,Asterales,Asteranae,Dicot,perennial,forb,50.86,12.86,36.28,CR/CSR,1
Mercurialis annua L.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,annual,forb,29.4,6.7,63.9,R/CR,1
Mercurialis perennis L.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,forb,38.53,0,61.47,CR,1
Mesosetum exaratum (Trin.) Chase,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,2.29,97.71,0,S,7
Mesosetum loliiforme (Hochst.) Chase,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,19.96,62.19,17.85,S/CSR,7
Mespilus germanica L.,Rosaceae,Rosales,Rosanae,Dicot,perennial,tree,28.15,44.15,27.71,S/CSR,1
Mesua 'cornerii',Guttiferae,Malpighiales,Rosanae,Dicot,perennial,tree,60.25,39.75,0,CS,9
Mesua ferrea L.,Guttiferae,Malpighiales,Rosanae,Dicot,perennial,tree,26.51,69.83,3.66,S/CS,9
Miconia affinis DC.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,shrub,52.03,31.49,16.48,C/CSR,7
Miconia albicans (Sw.) Steud.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,tree,48.01,51.99,0,CS,7
Miconia argentea (Sw.) DC.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,tree,64.7,30.15,5.16,C/CS,7
Miconia dorsiloba Gleason,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,tree,51.14,28.52,20.34,C/CSR,7
Miconia elata (Sw.) DC.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,tree,74.03,24.32,1.65,C/CS,7
Miconia hondurensis Donn. Sm.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,tree,59.48,29.55,10.97,C/CSR,7
Miconia impetiolaris (Sw.) D. Don ex DC.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,shrub,70.68,20.63,8.69,C/CS,7
Miconia minutiflora (Bonpl.) DC.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,shrub,43.72,54.05,2.23,CS,7
Miconia nervosa (Sm.) Triana,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,shrub,52.52,29.94,17.54,C/CSR,7
Miconia prasina (Sw.) DC.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,tree,59.12,32.91,7.96,C/CS,7
Microcos lanceolata (Miq.) Burret,Tiliaceae,Malvales,Rosanae,Dicot,perennial,tree,27.89,66.42,5.69,S/CS,9
Microdesmis casearifolia Planch.,Euphorbiaceae,Malpighiales,Rosanae,Dicot,perennial,tree,62.87,37.13,0,C/CS,9
Micropyrum tenellum (L.) Link,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,0.97,29.08,69.95,R/SR,1
Milium effusum L.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,34.25,16.12,49.63,CR/CSR,1
Mimulus guttatus Fisch. ex DC.,Phrymaceae,Lamiales,Asteranae,Dicot,perennial,forb,36.05,0,63.95,R/CR,2
Mimulus ringens L.,Phrymaceae,Lamiales,Asteranae,Dicot,perennial,forb,22.28,17.14,60.57,R/CSR,2
Minaria ditassoides (Silveira) T.U.P. Konno & Rapini,Apocynaceae,Gentianales,Asteranae,Dicot,perennial,shrub,2.35,97.65,0,S,7
Minuartia aizoides Bornm.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,4.66,34.98,60.36,R/SR,1
Minuartia circassica (Albov) Woronow ex Grossh.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,0,78.3,21.7,S/SR,1
Minuartia hybrida (Vill.) Schischk.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,0,65.75,34.25,S/SR,1
Minuartia recurva (All.) Schinz & Thell,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,0.33,85.79,13.88,S,1
Minuartia verna (L.) Hiern,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,0,52.9,47.1,SR,1
Mirabilis decipiens (Standl.) Standl.,Nyctaginaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,36.68,0,63.32,R/CR,4
Misopates orontium (L.) Raf.,Plantaginaceae,Lamiales,Asteranae,Dicot,annual,forb,15.45,0,84.55,R,1
Mitella diphylla L.,Saxifragaceae,Saxifragales,Myrothamnanae,Dicot,perennial,forb,46.9,0,53.1,CR,4
Moehringia ciliata (Scop.) Dalla Torre,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,0,75.97,24.03,S/SR,1
Moehringia trinervia (L.) Clairv.,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,11.24,0,88.76,R,1
Molinia caerulea (L.) Moench caerulea,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,15.69,65.27,19.04,S/SR,1
Molopospermum peloponnesiacum (L.) W. D. J. Koch bauhinii I. Ullmann,Apiaceae,Apiales,Asteranae,Dicot,perennial,forb,83.26,10.09,6.65,C,1
Monarda fistulosa L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,forb,26.54,39.49,33.97,CSR,4
Monarda punctata L.,Lamiaceae,Lamiales,Asteranae,Dicot,perennial,shrub,24.92,35.76,39.32,SR/CSR,4
Moneses uniflora (L.) A. Gray,Ericaceae,Ericales,Asteranae,Dicot,perennial,forb,16.27,46.99,36.74,SR/CSR,1
Monocarpia marginalis (Scheff.) J. Sinclair,Annonaceae,Magnoliales,Magnolianae,Dicot,perennial,tree,46.18,53.82,0,CS,9
Montia fontana L.,Montiaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,0,0,100,R,1
Morus alba L.,Moraceae,Rosales,Rosanae,Dicot,perennial,tree,49.55,39.67,10.78,CS,1
Mosannona garwoodii Chatrou & Welzenis,Annonaceae,Magnoliales,Magnolianae,Dicot,perennial,tree,32.7,54.73,12.57,S/CSR,7
Mouriri myrtilloides (Sw.) Poir.,Melastomataceae,Myrtales,Rosanae,Dicot,perennial,shrub,23.16,66.66,10.19,S/CS,7
Muhlenbergia minutissima (Steud.) Swallen,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,0.83,43.33,55.84,SR,4
Muhlenbergia montana (Nutt.) Hitchc.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,6.78,93.22,0,S,4
Muhlenbergia ramulosa (Kunth) Swallen,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,0,100,0,S,4
Muhlenbergia rigens (Benth.) Hitchc.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,11.32,88.68,0,S,4
Muhlenbergia schreberi J. F. Gmel.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,5,52.7,42.3,SR,4
Muhlenbergia wrightii Vasey ex J.M. Coult.,Poaceae,Poales,Lilianae,Monocot,perennial,graminoid,7.27,74.43,18.3,S/SR,4
Munroa squarrosa (Nutt.) Torr.,Poaceae,Poales,Lilianae,Monocot,annual,graminoid,0.31,67.86,31.83,S/SR,4
Muscari botryoides (L.) Mill.,Asparagaceae,Asparagales,Lilianae,Monocot,perennial,forb,41.35,0,58.65,CR,1
Myagrum perfoliatum L.,Brassicaceae,Brassicales,Rosanae,Dicot,annual,forb,37.51,0,62.49,CR,1
Mycelis muralis (L.) Dumort.,Asteraceae,Asterales,Asteranae,Dicot,annual,forb,29.13,11.26,59.62,R/CSR,1
Myosotis alpestris F.W. Schmidt,Boraginaceae,Boraginales,Asteranae,Dicot,perennial,forb,20.59,24.69,54.72,R/CSR,1
Myosotis arvensis (L.) Hill arvensis,Boraginaceae,Boraginales,Asteranae,Dicot,annual,forb,14.81,0,85.19,R,1
Myosotis discolor Pers. ex Murray,Boraginaceae,Boraginales,Asteranae,Dicot,perennial,forb,5.64,4.08,90.28,R,1
Myosotis laxa Lehm.,Boraginaceae,Boraginales,Asteranae,Dicot,perennial,forb,13.46,0,86.54,R,2
Myosotis rehsteineri Wartm.,Boraginaceae,Boraginales,Asteranae,Dicot,perennial,forb,8.49,9.32,82.19,R,1
Myosotis scorpioides L.,Boraginaceae,Boraginales,Asteranae,Dicot,perennial,forb,33.61,0,66.39,R/CR,1
Myosotis stricta Link ex Roem. & Schult.,Boraginaceae,Boraginales,Asteranae,Dicot,annual,forb,2.58,11.89,85.53,R,1
Myosotis sylvatica Hoffm. sylvatica,Boraginaceae,Boraginales,Asteranae,Dicot,perennial,forb,20.36,0,79.64,R/CR,1
Myosoton aquaticum (L.) Moench,Caryophyllaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,24.46,0,75.54,R/CR,1
Myosurus minimus L.,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,annual,forb,11.35,0,88.65,R,1
Myrcia gatunensis Standl.,Myrtaceae,Myrtales,Rosanae,Dicot,perennial,tree,34.94,51.67,13.39,CS/CSR,7
